ID,Reference,refyear,OriginalTitle,FrenchTitle,EnglishTitle,CommitteDecisionDate,kind,Genre,support,SecretariatDecision,firstfilm,secondfilm,budget,reason,Director,AnnouncedAmount,CoproducerId,country1,countryname1_english,percentage_participation,contributor_rank,majmin
7310,15-021-F,2015,Polina,Polina,Polina,2015-03-12 00:00:00.000,Fiction,,Rejected,Eligible,1,1,6307408.0,,"['Valerie  Muller-Preljocaj', 'Angelin  Preljocaj']","[2141622.0, 4165786.0]","[296, 32807]","['BE ', 'FR ']","['Belgium', 'France']","[0.33954, 0.66046]","[2, 1]","['Minority', 'Majority']"
7311,15-022-F,2015,Before dawn (Vor der Morgenrote),Avant l'Aurore,Before dawn,2015-03-12 00:00:00.000,Fiction,,Rejected,Eligible,0,1,4000000.0,,['Maria Schrader'],"[400000.0, 895000.0, 2705000.0]","[89, 209, 25730]","['AT ', 'FR ', 'DE ']","['Austria', 'France', 'Germany']","[0.1, 0.22375, 0.67625]","[3, 2, 1]","['Minority', 'Minority', 'Majority']"
7312,15-023-F,2015,Monk,Monk,Monk,2015-03-12 00:00:00.000,Fiction,,Supported,Eligible,1,0,1451000.0,,['Ties Schenk'],"[489400.0, 921090.0]","[16163, 21819]","['BE ', 'NL ']","['Belgium', 'Netherlands']","[0.33728, 0.6348]","[5, 2]","['Minority', 'Minority']"
7313,15-024-F,2015,Mr. Frog (Meester Kikker),Monsieur Grenouille,Mr. Frog,2015-03-12 00:00:00.000,Fiction,,Supported,Eligible,0,1,2590000.0,,['Anna van der Heide'],"[619013.3, 2030858.7]","[16892, 17844]","['BE ', 'NL ']","['Belgium', 'Netherlands']","[0.239, 0.78412]","[4, 2]","['Minority', 'Minority']"
7314,15-025-F,2015,Rehepapp,Les Groseilles de Novembre,Jesus's Blood and Red Currants,2015-03-12 00:00:00.000,Fiction,,Supported,Eligible,0,0,1300000.0,,['Rainer Sarnet'],"[252504.0, 1004765.0, 276042.0]","[257, 19376, 29494]","['PL ', 'EE ', 'NL ']","['Poland', 'Estonia', 'Netherlands']","[0.19423, 0.7729, 0.21234]","[7, 2, 4]","['Minority', 'Minority', 'Minority']"
7315,15-026-F,2015,Un Jour Mon Prince,Un Jour Mon Prince,One Day My Prince,,Fiction,,Inelegible,Withdrawal Producer,1,0,1937025.0,,['Flavia  Coste'],"[725290.0, 416777.0, 245651.0, 549307.0]","[204, 325, 17815, 33492]","['FR ', 'BE ', 'RO ', 'CA ']","['France', 'Belgium', 'Romania', 'Canada']","[0.37444, 0.21516, 0.12682, 0.28358]","[1, 3, 4, 2]","['Majority', 'Minority', 'Minority', 'Minority']"
7316,15-027-F,2015,Walking to Paris,Pied Jusqu'a Paris,Walking to Paris,2015-03-09 00:00:00.000,Fiction,,Supported,Eligible,0,0,2000000.0,,['Peter Greenaway'],"[260000.0, 744990.0, 440487.0, 650231.0, 994259.0]","[16982, 22110, 27139, 31733, 35915]","['FR ', 'CH ', 'RO ', 'NL ', 'IT ']","['France', 'Switzerland', 'Romania', 'Netherlands', 'Italy']","[0.13, 0.3725, 0.22024, 0.32512, 0.49713]","[6, 2, 5, 3, 1]","['Minority', 'Minority', 'Minority', 'Minority', 'Majority']"
7317,15-028-F,2015,Le Jeune Karl Marx,Le Jeune Karl Marx,The Young Karl Marx,2015-03-12 00:00:00.000,Fiction,,Rejected,Eligible,0,0,9989250.0,,['Raoul Peck'],"[4937250.0, 2980000.0, 2072000.0]","[8, 25, 14600]","['FR ', 'BE ', 'DE ']","['France', 'Belgium', 'Germany']","[0.49426, 0.29832, 0.20742]","[1, 2, 3]","['Majority', 'Minority', 'Minority']"
7318,15-029-F,2015,Un petit boulot,Un petit boulot,A Small Job,2015-03-12 00:00:00.000,Fiction,,Supported,Eligible,0,0,7999131.0,,['Pascal Chaumeil'],"[4025318.0, 3906342.0]","[12618, 16380]","['FR ', 'BE ']","['France', 'Belgium']","[0.50322, 0.48835]","[3, 6]","['Minority', 'Minority']"
7319,15-030-F,2015,Thérapie,Thérapie,Therapy,2015-03-12 00:00:00.000,Fiction,,Rejected,Eligible,0,1,6283965.0,,['Gregoire Vigneron'],"[2513586.0, 1570991.0, 2199388.0]","[116, 16380, 26724]","['FR ', 'BE ', 'LU ']","['France', 'Belgium', 'Luxembourg']","[0.4, 0.25, 0.35]","[1, 3, 2]","['Majority', 'Minority', 'Minority']"
7320,15-031-F,2015,Walden,Walden,Walden,2015-03-12 00:00:00.000,Fiction,,Rejected,Eligible,0,0,1188385.0,,['Bojena Horackova'],"[237641.0, 950744.0]","[17050, 33688]","['LT ', 'FR ']","['Lithuania', 'France']","[0.19997, 0.80003]","[2, 1]","['Minority', 'Majority']"
7321,15-032-F,2015,Unforgettable Spring in Forgotten Village,Inoubliable printemps d’un village oublié,Unforgettable Spring in Forgotten Village,2015-03-12 00:00:00.000,Fiction,,Rejected,Eligible,1,0,542466.07,,['Kushtrim  Bekteshi'],"[109500.0, 364066.07, 68900.0]","[23976, 33450, 33820]","['AL ', 'MK ', 'Row']","['Albania', 'North Macedonia', 'Rest of the world']","[0.20186, 0.67113, 0.12701]","[2, 1, 3]","['Minority', 'Majority', 'Minority']"
7322,15-033-C,2015,Vienna before Nightfall (Vienne avant la nuit),Vienne avant la nuit,Vienna before Nightfall,2015-03-12 00:00:00.000,Documentary,,Supported,Eligible,1,0,700387.0,,['Robert Bober'],"[141027.0, 338208.0, 183120.0]","[9796, 14801, 15115]","['AT ', 'FR ', 'DE ']","['Austria', 'France', 'Germany']","[0.20136, 0.48289, 0.26146]","[7, 3, 4]","['Minority', 'Minority', 'Minority']"
7323,15-034-F,2015,A Conspiracy of Faith (FLASKEPOST FRA P),Deliverance,Conspiracy of Faith,2015-03-12 00:00:00.000,Fiction,,Supported,Eligible,0,0,5108419.48,,['Hans Petter Moland'],"[562507.0, 2973832.0, 1946380.0]","[22736, 28597, 33552]","['NO ', 'DK ', 'DE ']","['Norway', 'Denmark', 'Germany']","[0.11011, 0.58214, 0.38101]","[7, 2, 5]","['Minority', 'Minority', 'Minority']"
7324,15-035-F,2015,Le Secret de la chambre noire (ex: La femme de la plaque argentique),Le Secret de la chambre noire (ex: La femme de la plaque argentique),Daguerrotype (ex: La femme de la plaque argentique),2015-03-12 00:00:00.000,Fiction,,Supported,Eligible,0,0,3562723.0,,['Kiyoshi Kurosawa'],"[648529.0, 2633131.0]","[24313, 26478]","['BE ', 'FR ']","['Belgium', 'France']","[0.18203, 0.73908]","[5, 2]","['Minority', 'Minority']"
7325,15-036-F,2015,Son of Sofia (O gios tis Sofias),Le fils de Sofia,Son of Sofia,2015-03-12 00:00:00.000,Fiction,,Supported,Eligible,0,1,985000.0,,['Elina Psykou'],"[214000.0, 300000.0, 417500.0]","[21950, 28768, 33443]","['BG ', 'FR ', 'GR ']","['Bulgaria', 'France', 'Greece']","[0.21726, 0.30457, 0.42386]","[8, 5, 3]","['Minority', 'Minority', 'Minority']"
7326,15-037-F,2015,The Confessions (Le Confessioni),Les Confessions,The Confessions,2015-03-12 00:00:00.000,Fiction,,Rejected,Eligible,0,0,6021000.0,,['Roberto Ando'],"[5418900.0, 602100.0]","[16572, 33689]","['IT ', 'FR ']","['Italy', 'France']","[0.9, 0.1]","[1, 2]","['Majority', 'Minority']"
7327,15-038-F,2015,Noces,Noces,Noces,2015-03-12 00:00:00.000,Fiction,,Rejected,Eligible,0,0,3057383.0,,['Stephan Streker'],"[1072560.0, 1984823.0]","[13939, 33626]","['LU ', 'BE ']","['Luxembourg', 'Belgium']","[0.35081, 0.64919]","[2, 1]","['Minority', 'Majority']"
7328,15-039-F,2015,Nelson,Nelson,Nelson,2015-03-12 00:00:00.000,Fiction,,Rejected,Eligible,0,0,2972955.0,,['Ludi Boeken'],"[1771735.0, 595364.0, 605856.0]","[26360, 33759, 33827]","['BE ', 'IL ', 'GE ']","['Belgium', 'Israel', 'Georgia']","[0.59595, 0.20026, 0.20379]","[1, 3, 2]","['Majority', 'Minority', 'Minority']"
7337,15-040-F,2015,Light (Licht),LUMIÈRE,Light,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,4406101.0,,['Barbara Albert'],"[1179889.0, 3218641.0]","[26502, 28914]","['DE ', 'AT ']","['Germany', 'Austria']","[0.26779, 0.7305]","[6, 1]","['Minority', 'Majority']"
7338,15-041-F,2015,The Mother (La Madre),La Mère,The Mother,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,1121048.0,,['Alberto Morais'],"[824350.0, 206045.0]","[33907, 33931]","['ES ', 'RO ']","['Spain', 'Romania']","[0.73534, 0.1838]","[2, 4]","['Minority', 'Minority']"
7339,15-042-F,2015,"Funan, le peuple nouveau","Funan, le peuple nouveau","Funan, the new people",2015-06-19 00:00:00.000,Animation,Drama,Supported,Eligible,1,0,5988475.0,,['Denis Do'],"[2755942.0, 623816.0, 1675822.0]","[188, 18957, 32061]","['FR ', 'BE ', 'LU ']","['France', 'Belgium', 'Luxembourg']","[0.46021, 0.10417, 0.27984]","[2, 8, 5]","['Minority', 'Minority', 'Minority']"
7340,15-043-F,2015,Anabasis –The March of the Ten Thousands,Anabasis -Le Mars des Dix Mille,Anabasis –The March of the Ten Thousands,,Fiction,Action/Fantasy/Genre,Inelegible,Withdrawal Secretariat,1,0,9085292.73,,['Hakan Kuvvetli'],"[72682.34, 9012610.39]","[14439, 33905]","['TR ', 'TR ']","['Türkiye', 'Türkiye']","[0.008, 0.992]","[2, 1]","['Minority', 'Majority']"
7341,15-044-F,2015,Cigarettes et Chocolat Chaud,Cigarettes et Chocolat Chaud,Chocolate Milk,2015-06-19 00:00:00.000,Fiction,Children/Family,Rejected,Eligible,1,0,3933760.0,,['Sophie Reine'],"[2249434.0, 1684326.0]","[15231, 16380]","['FR ', 'BE ']","['France', 'Belgium']","[0.57183, 0.42817]","[1, 2]","['Majority', 'Minority']"
7342,15-045-F,2015,La passion Marie Curie,La passion Marie Curie,The passion of Marie Curie,2015-06-19 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,3702248.0,,['Marie Noelle'],"[2372248.0, 835000.0, 495000.0]","[16556, 23486, 32623]","['DE ', 'PL ', 'FR ']","['Germany', 'Poland', 'France']","[0.64076, 0.22554, 0.1337]","[1, 2, 3]","['Majority', 'Minority', 'Minority']"
7343,15-046-F,2015,Coffee (Caffè),Cafè,Coffee,2015-06-19 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,2450848.38,,['Cristiano Bortone'],"[1225005.5, 735012.75, 490830.13]","[14747, 24296, 34016]","['IT ', 'BE ', 'CN ']","['Italy', 'Belgium', 'China']","[0.49983, 0.2999, 0.20027]","[1, 2, 3]","['Majority', 'Minority', 'Minority']"
7344,15-047-F,2015,Black Sea (Kara Deniz),Mer Noire,Black Sea,2015-06-19 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,1193275.0,,['Cemil  Agacikoglu'],"[954620.0, 238655.0]","[33910, 33920]","['TR ', 'DE ']","['Türkiye', 'Germany']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']"
7345,15-048-F,2015,Nothing but the Wind (ex The Key (Kljuc),La Clef,Nothing but the Wind (ex-The Key),2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,1,0,603902.95,,['Timur Makarevic'],"[335532.0, 71277.84, 196154.0, 59141.0]","[14863, 32602, 33562, 36799]","['BA ', 'PL ', 'SE ', 'PL ']","['Bosnia-Herzegovina', 'Poland', 'Sweden', 'Poland']","[0.55561, 0.11803, 0.32481, 0.09793]","[4, 9, 7, 12]","['Minority', 'Minority', 'Minority', 'Minority']"
7346,15-049-F,2015,Une Vie,Une vie,,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,6977529.0,,['Stephane Brize'],"[622778.0, 5401933.0]","[353, 15158]","['BE ', 'FR ']","['Belgium', 'France']","[0.08925, 0.77419]","[7, 4]","['Minority', 'Minority']"
7347,15-050-F,2015,L'économie du couple,L'économie du couple,L'économie du couple,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,3998806.8,,['Joachim Lafosse'],"[2301334.5, 1739307.5]","[353, 24323]","['BE ', 'FR ']","['Belgium', 'France']","[0.57551, 0.43496]","[1, 7]","['Majority', 'Minority']"
7348,15-051-F,2015,Quo Vadis,Quo Vadis,Quo Vadis,,Animation,Drama,Inelegible,Withdrawal Secretariat,0,1,1501781.77,,['Anira  Wojan'],"[980513.32, 521268.45]","[22046, 33611]","['PL ', 'CY ']","['Poland', 'Cyprus']","[0.6529, 0.3471]","[1, 2]","['Majority', 'Minority']"
7349,15-052-F,2015,NEFELES RELOADED,NEFELES RELOADED 2500 ANS PLUS TARD,NEFELES RELOADED,,Fiction,Comedy,Inelegible,Withdrawal Secretariat,0,0,2420000.0,,['Giannis Paraskevopoulos'],"[1234200.0, 847000.0, 338800.0]","[30178, 34299, 34395]","['GR ', 'FR ', 'GR ']","['Greece', 'France', 'Greece']","[0.51, 0.35, 0.14]","[1, 2, 3]","['Majority', 'Minority', 'Minority']"
7350,15-053-F,2015,Ma Loute,Ma Loute,Slack Bay,2015-06-19 00:00:00.000,Fiction,Comedy,Rejected,Eligible,0,0,6472967.0,,['Bruno Dumont'],"[1294593.0, 5178374.0]","[343, 20388]","['DE ', 'FR ']","['Germany', 'France']","[0.2, 0.8]","[2, 1]","['Minority', 'Majority']"
7351,15-054-F,2015,The Nile Hilton Incident,L'incident du Hilton du Nil,The Nile Hilton Incident,2015-06-19 00:00:00.000,Fiction,Thriller,Supported,Eligible,0,0,4226835.0,,['Tarik Saleh'],"[2910927.0, 630621.0, 611361.0]","[16385, 21951, 34471]","['SE ', 'DE ', 'DK ']","['Sweden', 'Germany', 'Denmark']","[0.68868, 0.14919, 0.14464]","[1, 6, 9]","['Majority', 'Minority', 'Minority']"
7352,15-055-F,2015,Kings' Shift (Deadweight),LE PORT EN LOURD,Kings' Shift (aka Deadweight),2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,300000.0,,['Ignas Miskinis'],"[216533.0, 76472.0]","[17050, 34309]","['LT ', 'LV ']","['Lithuania', 'Latvia']","[0.72178, 0.25491]","[1, 8]","['Majority', 'Minority']"
7353,15-056-C,2015,Toxic Health,Toxic Health,Toxic Health,2015-06-19 00:00:00.000,Documentary,Drama,Rejected,Eligible,0,0,525340.0,,['Lilian Franck'],"[157000.0, 368340.0]","[22323, 34371]","['AT ', 'DE ']","['Austria', 'Germany']","[0.29885, 0.70115]","[2, 1]","['Minority', 'Majority']"
7354,15-057-F,2015,Upstream (En Amont du Fleuve),,Upstream,2015-06-19 00:00:00.000,Fiction,Action/Fantasy/Genre,Rejected,Eligible,0,0,1811605.0,,['Marion Hansel'],"[1244385.0, 208700.0, 358520.0]","[213, 23977, 34011]","['BE ', 'HR ', 'NL ']","['Belgium', 'Croatia', 'Netherlands']","[0.6869, 0.1152, 0.1979]","[1, 3, 2]","['Majority', 'Minority', 'Minority']"
7355,15-058-F,2015,Bacalaureat ex Recycling feelings (Fotografii de familie),Photographies de famille,Bacalaureat (ex Recycling feelings),2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,1791323.12,,['Cristian Mungiu'],"[194510.0, 486274.0, 1264313.12]","[190, 14826, 19371]","['BE ', 'FR ', 'RO ']","['Belgium', 'France', 'Romania']","[0.10858, 0.27146, 0.7058]","[4, 2, 1]","['Minority', 'Minority', 'Majority']"
7356,15-059-F,2015,Game Count (Pokot),Tableau de chasse,Game Count,,Fiction,Drama,Inelegible,Withdrawal Producer,0,0,3120569.0,,['Agnieszka Holland'],"[485704.0, 329036.0, 1992047.0, 313782.0]","[141, 22804, 32491, 39740]","['DE ', 'SE ', 'PL ', 'CZ ']","['Germany', 'Sweden', 'Poland', 'Czech Republic']","[0.15565, 0.10544, 0.63836, 0.10055]","[2, 3, 1, 4]","['Minority', 'Minority', 'Majority', 'Minority']"
7358,15-061-F,2015,Album (Albüm),Albüm,Album,2015-06-19 00:00:00.000,Fiction,Comedy,Supported,Eligible,1,0,1201088.97,,['Mehmet Can Mertoglu'],"[373440.0, 250587.0, 473613.0]","[29, 25802, 33929]","['FR ', 'RO ', 'TR ']","['France', 'Romania', 'Türkiye']","[0.31092, 0.20863, 0.39432]","[7, 9, 4]","['Minority', 'Minority', 'Minority']"
7359,15-062-F,2015,Tacit Wisdom (Hiljainen Tieto),Silencieux Connoissance,Tacit Wisdom,2015-06-19 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,2800000.0,,['Saara  Cantell'],"[363796.0, 323415.0, 1829101.0, 283688.0]","[16360, 16361, 23057, 34403]","['NO ', 'SE ', 'FI ', 'LV ']","['Norway', 'Sweden', 'Finland', 'Latvia']","[0.12993, 0.11551, 0.65325, 0.10132]","[2, 3, 1, 4]","['Minority', 'Minority', 'Majority', 'Minority']"
7360,15-063-F,2015,Tonic Immobility,Tonic Immobility,Tonic Immobility,2015-06-19 00:00:00.000,Fiction,Drama,Rejected,Eligible,1,0,2278093.2,,['Nathalie  Teirlinck'],"[1592182.63, 396000.0, 289910.57]","[24296, 30656, 33578]","['BE ', 'NL ', 'DK ']","['Belgium', 'Netherlands', 'Denmark']","[0.69891, 0.17383, 0.12726]","[1, 2, 3]","['Majority', 'Minority', 'Minority']"
7361,15-064-F,2015,Layla M.,Layla M.,Layla M.,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,2660637.0,,['Mijke De Jong'],"[557226.0, 1952748.0, 279500.0]","[26259, 27975, 34064]","['BE ', 'NL ', 'DE ']","['Belgium', 'Netherlands', 'Germany']","[0.20943, 0.73394, 0.10505]","[5, 1, 9]","['Minority', 'Majority', 'Minority']"
7362,15-065-F,2015,A Year In The Merde,,A Year in the Merde,,Fiction,Comedy,Inelegible,Withdrawal Secretariat,0,0,9940695.0,,['Steve Barron'],"[2989162.0, 6951533.0]","[12567, 34033]","['BE ', 'DE ']","['Belgium', 'Germany']","[0.3007, 0.6993]","[2, 1]","['Minority', 'Majority']"
7363,15-066-F,2015,Fanny's journey (Ex. Fanny),Le Voyage de Fanny (Ex. Le journal de Fanny),Fanny's journey,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,8552558.0,,['Lola Doillon'],"[2316603.0, 3557989.0]","[16380, 34110]","['BE ', 'FR ']","['Belgium', 'France']","[0.27087, 0.41601]","[6, 4]","['Minority', 'Minority']"
7364,15-067-F,2015,L'Orphèdre La Légende,L'Orphèdre La Légende,Orpheder The Legend,,Fiction,Action/Fantasy/Genre,Inelegible,Withdrawal Producer,1,0,14132242.94,,['Benjamin  Assouline'],"[11305521.0, 2826721.94]","[32490, 33027]","['FR ', 'US ']","['France', 'United States']","[0.79998, 0.20002]","[1, 2]","['Majority', 'Minority']"
7365,15-068-F,2015,When My Father Became A Bush (Toen Mijn Vader Een Struik Werd),Lorsque Mon Pere Devint Un Buisson,The Day My Father Became a Bush,2015-06-19 00:00:00.000,Fiction,Children/Family,Supported,Eligible,0,0,1917433.0,,['Nicole Van Kilsdonk'],"[1178411.0, 408828.0, 241893.0]","[185, 16881, 30949]","['NL ', 'BE ', 'HR ']","['Netherlands', 'Belgium', 'Croatia']","[0.61458, 0.21322, 0.12615]","[3, 6, 7]","['Minority', 'Minority', 'Minority']"
7366,15-069-F,2015,Love is Dead,Love is Dead,Love is Dead,2015-06-19 00:00:00.000,Fiction,Comedy,Rejected,Eligible,1,0,3317068.0,,['Eric  Capitaine'],"[2006025.0, 1311043.0]","[16380, 33572]","['BE ', 'FR ']","['Belgium', 'France']","[0.60476, 0.39524]","[1, 2]","['Majority', 'Minority']"
7367,15-070-F,2015,Memories of Summer (Wspomnienie lata),,Memories of summer,2015-06-19 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,1,985792.0,,['Adam Guzinski'],"[787779.0, 198013.0]","[257, 32186]","['PL ', 'FR ']","['Poland', 'France']","[0.79913, 0.20087]","[1, 2]","['Majority', 'Minority']"
7368,15-071-F,2015,Valley of the Gods (Dolina Bogow),La Vallée des Dieux,Valley of the Gods,2015-06-19 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,0,3793945.0,,['Lech  Majewski'],"[2785436.0, 1008509.0]","[32523, 33491]","['PL ', 'LU ']","['Poland', 'Luxembourg']","[0.73418, 0.26582]","[1, 2]","['Majority', 'Minority']"
7369,15-072-F,2015,L'Indomptée,L'Indomptée,The Untamed,2015-06-19 00:00:00.000,Fiction,Drama,Rejected,Eligible,1,0,2000000.0,,['Caroline Deruas'],"[1600000.0, 400000.0]","[21743, 24726]","['FR ', 'IT ']","['France', 'Italy']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']"
7370,15-073-F,2015,Morten on the ship of fools (Morten Lollide Laeval),Morten sur la nef des fous,Morten on the ship of fools,2015-06-19 00:00:00.000,Animation,Drama,Rejected,Eligible,1,0,4436392.0,,"['Riho  Unt', 'Kaspar  Jancis']","[2024623.0, 2411769.0]","[33984, 34291]","['EE ', 'IE ']","['Estonia', 'Ireland']","[0.45637, 0.54363]","[2, 1]","['Minority', 'Majority']"
7371,15-074-C,2015,The Tower,La Tour,The Tower,2015-06-19 00:00:00.000,Documentary,Drama,Supported,Eligible,1,0,1974911.85,,['Mats Grorud'],"[240464.0, 864077.0, 1186785.0]","[29725, 33553, 33555]","['SE ', 'NO ', 'FR ']","['Sweden', 'Norway', 'France']","[0.12176, 0.43753, 0.60093]","[10, 7, 2]","['Minority', 'Minority', 'Minority']"
7372,15-075-F,2015,Solo (Assolo),Solo,Solo,2015-06-19 00:00:00.000,Fiction,Comedy,Rejected,Eligible,0,1,2000184.0,,['Laura Morante'],"[1600147.0, 400037.0]","[59, 23004]","['IT ', 'FR ']","['Italy', 'France']","[0.8, 0.2]","[1, 2]","['Majority', 'Minority']"
7373,15-076-F,2015,In the forest (Dans la forêt),Dans la forêt,In the forest,2015-06-19 00:00:00.000,Fiction,Thriller,Rejected,Eligible,0,0,3872672.0,,['Gilles Marchand'],"[563000.0, 769000.0, 2540672.0]","[353, 20942, 32520]","['BE ', 'SE ', 'FR ']","['Belgium', 'Sweden', 'France']","[0.14538, 0.19857, 0.65605]","[3, 2, 1]","['Minority', 'Minority', 'Majority']"
7374,15-077-F,2015,Touch Me Not,Touche Moi Pas,Touch Me Not,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,1,0,1102217.0,,['Adina Pintilie'],"[278727.0, 175593.0, 849645.0, 173587.0, 233505.0]","[24729, 25791, 33985, 34078, 42670]","['DE ', 'BG ', 'RO ', 'FR ', 'CZ ']","['Germany', 'Bulgaria', 'Romania', 'France', 'Czech Republic']","[0.25288, 0.15931, 0.77085, 0.15749, 0.21185]","[6, 12, 2, 13, 8]","['Minority', 'Minority', 'Minority', 'Minority', 'Minority']"
7375,15-078-F,2015,Broken,Brisé,Broken,,Fiction,Drama,Inelegible,Withdrawal Producer,0,1,554781.98,,['Edmond Budina'],"[75563.63, 122264.0, 142557.15, 214397.2]","[287, 26398, 33095, 34115]","['IT ', 'MK ', 'BG ', 'AL ']","['Italy', 'North Macedonia', 'Bulgaria', 'Albania']","[0.1362, 0.22038, 0.25696, 0.38645]","[4, 3, 2, 1]","['Minority', 'Minority', 'Minority', 'Majority']"
7376,15-079-F,2015,La Danseuse,La Danseuse,The Dancer,,Fiction,Drama,Inelegible,Withdrawal Producer,1,0,7481226.0,,['Stephanie  Di Giusto'],"[1122184.0, 1122184.0, 5236858.0]","[190, 13881, 18944]","['BE ', 'CZ ', 'FR ']","['Belgium', 'Czech Republic', 'France']","[0.15, 0.15, 0.7]","[2, 2, 1]","['Minority', 'Minority', 'Majority']"
7377,15-080-F,2015,An Uncertain Border,Une limite incertaine,An Uncertain Border (Un confine incerto),2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,1,1484030.0,,['Isabella Sandri'],"[452090.0, 1217041.0, 483467.0]","[26983, 30778, 32604]","['DE ', 'IT ', 'DE ']","['Germany', 'Italy', 'Germany']","[0.30464, 0.82009, 0.32578]","[6, 1, 5]","['Minority', 'Majority', 'Minority']"
7378,15-081-F,2015,Halal Daddy,Halal Daddy,Halal Daddy,2015-06-19 00:00:00.000,Fiction,Comedy,Supported,Eligible,0,1,2558033.0,,['Conor McDermottroe'],"[708579.0, 1480226.0]","[18157, 33986]","['DE ', 'IE ']","['Germany', 'Ireland']","[0.277, 0.57866]","[4, 2]","['Minority', 'Minority']"
7379,15-082-F,2015,Lucky,Lucky,Lucky,2015-06-19 00:00:00.000,Fiction,Drama,Rejected,Eligible,0,1,1651414.0,,['Mia  Engberg'],"[170000.0, 1150407.84, 331006.16]","[16667, 34089, 34315]","['FI ', 'SE ', 'NO ']","['Finland', 'Sweden', 'Norway']","[0.10294, 0.69662, 0.20044]","[3, 1, 2]","['Minority', 'Majority', 'Minority']"
7381,15-084-F,2015,Paris est une fête,Nocturama (ex Paris est une fête),Nocturama (ex Paris is happening),2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,5439058.0,,['Bertrand Bonello'],"[1123411.0, 4491429.0]","[13750, 15290]","['DE ', 'FR ']","['Germany', 'France']","[0.20655, 0.82577]","[4, 1]","['Minority', 'Majority']"
7382,15-085-F,2015,Sami Blood (Sameblod),Du Sang Sami,Sami Blood,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,1,0,2247438.27,,['Amanda Kernell'],"[1398541.0, 261548.0, 370859.0]","[14505, 31762, 34300]","['SE ', 'DK ', 'NO ']","['Sweden', 'Denmark', 'Norway']","[0.62228, 0.11638, 0.16501]","[3, 8, 6]","['Minority', 'Minority', 'Minority']"
7383,15-086-F,2015,Wolf and Sheep,Le Loup et les Moutons,Wolf and Sheep,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,1,0,835534.0,,['Shahrbanoo Sadat'],"[192557.0, 108385.0, 527090.0]","[25787, 26939, 33413]","['FR ', 'SE ', 'DK ']","['France', 'Sweden', 'Denmark']","[0.23046, 0.12972, 0.63084]","[5, 7, 3]","['Minority', 'Minority', 'Minority']"
7384,15-087-F,2015,Le fils de Joseph,Le fils de Joseph,The son of Joseph,,Fiction,Drama,Inelegible,Withdrawal Secretariat,0,0,1686999.64,,['Eugene Green'],"[337990.78, 1349008.86]","[190, 34346]","['BE ', 'FR ']","['Belgium', 'France']","[0.20035, 0.79965]","[2, 1]","['Minority', 'Majority']"
7385,15-088-F,2015,Iron Sky The Coming Race,,Iron Sky The Coming Race,2015-06-19 00:00:00.000,Fiction,Action/Fantasy/Genre,Rejected,Eligible,0,0,12053800.0,,['Timo Vuorensola'],"[7107678.0, 4946122.0]","[14449, 34034]","['DE ', 'FI ']","['Germany', 'Finland']","[0.58966, 0.41034]","[1, 2]","['Majority', 'Minority']"
7386,15-089-F,2015,Land,Terre,Land,2015-06-19 00:00:00.000,Fiction,Drama,Supported,Eligible,0,0,1430000.0,,['Babak Jalali'],"[195000.0, 1131000.0, 429000.0, 195000.0]","[27975, 33436, 34145, 38921]","['NL ', 'IT ', 'FR ', 'MX ']","['Netherlands', 'Italy', 'France', 'Mexico']","[0.13636, 0.79091, 0.3, 0.13636]","[8, 1, 7, 8]","['Minority', 'Majority', 'Minority', 'Minority']"
7387,15-090-F,2015,City of Strangers (Gorod Chugich),Ville d'étrangers,City of Strangers,,Fiction,Drama,Inelegible,Withdrawal Producer,0,0,2539202.65,,['Vadim Perelman'],"[604202.65, 305500.0, 1629500.0]","[22686, 23367, 34122]","['NO ', 'DE ', 'RU ']","['Norway', 'Germany', 'Russia']","[0.23795, 0.12031, 0.64174]","[2, 3, 1]","['Minority', 'Minority', 'Majority']"
